course_id,title,title_url,image,summary,rating,review,duration,no_of_lectures,level_course,author,course_card_rating,price
,"Педагогический дизайн. Основы дизайна для всех
Дизайн и педагогический дизайн с нуляRating: 4.3 out of 551 reviews2 total hours5 lecturesBeginner",https://www.udemy.com/course/digitallearning/,https://img-c.udemycdn.com/course/240x135/3930234_c70a.jpg,Дизайн и педагогический дизайн с нуля,Rating: 4.3 out of 5,51 reviews,2 total hours,5 lectures,Beginner,Константин Умнов,-51,Free
,"Modelado y Animación con 3DS Max
Manejar la técnica de animación digital 3d para la producción de material audiovisual.Rating: 4.4 out of 550 reviews1 total hour5 lecturesBeginner",https://www.udemy.com/course/conociendo-3ds-max-facil-practico-y-profesional/,https://img-c.udemycdn.com/course/240x135/3406670_985b_2.jpg,Manejar la técnica de animación digital 3d para la producción de material audiovisual.,Rating: 4.4 out of 5,50 reviews,1 total hour,5 lectures,Beginner,Miami Web Institute,-50,Free
,"Dibujar cabello anime
Cabello anime fácilRating: 4.6 out of 549 reviews32 total mins7 lecturesBeginner",https://www.udemy.com/course/dibujar-cabello-anime/,https://img-c.udemycdn.com/course/240x135/3740754_1068.jpg,Cabello anime fácil,Rating: 4.6 out of 5,49 reviews,32 total mins,7 lectures,Beginner,Kelly Echavarria,-49,Free
,"AUTODESK HESABINIZI YÖNETİN
Autodesk Hesabınızı YönetinRating: 4.8 out of 549 reviews30 total mins14 lecturesAll Levels",https://www.udemy.com/course/autodesk-hesabinizi-yonetin/,https://img-c.udemycdn.com/course/240x135/3491898_26de_2.jpg,Autodesk Hesabınızı Yönetin,Rating: 4.8 out of 5,49 reviews,30 total mins,14 lectures,All Levels,Penta Teknoloji,-49,Free
,"Render Hataları Üzerine Kritik
Photoshop İle Render HatalarıRating: 5.0 out of 549 reviews2.5 total hours11 lecturesBeginner",https://www.udemy.com/course/render-hatalar-uzerine-kritik/,https://img-c.udemycdn.com/course/240x135/2219178_68af_3.jpg,Photoshop İle Render Hataları,Rating: 5.0 out of 5,49 reviews,2.5 total hours,11 lectures,Beginner,Evren Çavuşoğlu,-49,Free
,"Prezi Video
Crie vídeos incríveis usando o Prezi VideoRating: 4.3 out of 548 reviews1 total hour7 lecturesBeginner",https://www.udemy.com/course/prezi-video/,https://img-c.udemycdn.com/course/240x135/2657314_487b_2.jpg,Crie vídeos incríveis usando o Prezi Video,Rating: 4.3 out of 5,48 reviews,1 total hour,7 lectures,Beginner,Marcio Okabe,-48,Free
,"تعلم تصاميم السوشيال ميديا فى ساعة فقط
إذا كنت رائد أعمال أو صاحب أعمال حرة أنشئ تصاميم جذابة بنفسك ووفر أموالك التي تنفقها في شراء التصاميمRating: 4.4 out of 548 reviews1 total hour18 lecturesAll Levels",https://www.udemy.com/course/learn_social_media_design_with_canva/,https://img-c.udemycdn.com/course/240x135/4044258_0374_4.jpg,إذا كنت رائد أعمال أو صاحب أعمال حرة أنشئ تصاميم جذابة بنفسك ووفر أموالك التي تنفقها في شراء التصاميم,Rating: 4.4 out of 5,48 reviews,1 total hour,18 lectures,All Levels,Mohamed Farrag,-48,Free
,"PVsyst Solar Energy المستوى الثاني Project Design
Solar Energy Software أتقن تصميم أنظمة الطاقة الكهروضوئية المستوى الثانيRating: 4.2 out of 548 reviews2 total hours9 lecturesAll Levels",https://www.udemy.com/course/pvsyst-professional-course-in-arabic-level-2/,https://img-c.udemycdn.com/course/240x135/4333472_eadf_3.jpg,Solar Energy Software أتقن تصميم أنظمة الطاقة الكهروضوئية المستوى الثاني,Rating: 4.2 out of 5,48 reviews,2 total hours,9 lectures,All Levels,Eng. Motasem Khawaldeh,-48,Free
,"Uso y programación de Game Maker:Studio 2
¡Crea tus propios videojuegos 2D!Rating: 4.5 out of 547 reviews1.5 total hours18 lecturesBeginner",https://www.udemy.com/course/cuypgms2/,https://img-c.udemycdn.com/course/240x135/4413218_8de7_3.jpg,¡Crea tus propios videojuegos 2D!,Rating: 4.5 out of 5,47 reviews,1.5 total hours,18 lectures,Beginner,Anthony Jorge Muñoz Palma,-47,Free
,"Cómo Hacer Un Sitio Web Para Restaurante Y Ordenar En Línea
Crea un sitio web profesional para vender comida en línea muy fácilRating: 3.9 out of 547 reviews2 total hours13 lecturesAll Levels",https://www.udemy.com/course/como-hacer-un-sitio-web-para-restaurante-y-ordenar-en-linea/,https://img-c.udemycdn.com/course/240x135/4739298_f885.jpg,Crea un sitio web profesional para vender comida en línea muy fácil,Rating: 3.9 out of 5,47 reviews,2 total hours,13 lectures,All Levels,Omar Castañeda,-47,Free
,"تقييم أداء المعادن في مسائل التصميم و علميات التشكيل
نظريات الانهيار للمعادن في مسائل التصميم الميكانيكي-منحنى الانفعالات في عمليات التشكيلRating: 4.4 out of 547 reviews1.5 total hours6 lecturesIntermediate",https://www.udemy.com/course/materialfailure/,https://img-c.udemycdn.com/course/240x135/4119394_290a_3.jpg,نظريات الانهيار للمعادن في مسائل التصميم الميكانيكي-منحنى الانفعالات في عمليات التشكيل,Rating: 4.4 out of 5,47 reviews,1.5 total hours,6 lectures,Intermediate,Amr Shaaban,-47,Free
,"Curso de Photoshop para iniciantes
Photoshop para iniciantesRating: 4.6 out of 547 reviews1.5 total hours15 lecturesBeginner",https://www.udemy.com/course/curso-de-photoshop-para-iniciantes-w/,https://img-c.udemycdn.com/course/240x135/4544876_4999.jpg,Photoshop para iniciantes,Rating: 4.6 out of 5,47 reviews,1.5 total hours,15 lectures,Beginner,Lucas Fernandes da Silva,-47,Free
,"Curso Maya e Arnold: Modelando um personagem estilo cartoon.
Modele, ilumine, crie texturas e finalize uma cena completa de um personagem estilo cartoon com Maya e Arnold Renderer.Rating: 4.6 out of 546 reviews1.5 total hours19 lecturesIntermediate",https://www.udemy.com/course/curso-maya-e-arnold-modelando-um-personagem-estilo-cartoon/,https://img-c.udemycdn.com/course/240x135/1868480_d86e_3.jpg,"Modele, ilumine, crie texturas e finalize uma cena completa de um personagem estilo cartoon com Maya e Arnold Renderer.",Rating: 4.6 out of 5,46 reviews,1.5 total hours,19 lectures,Intermediate,"Luiz Henrique ""CG Cursos""",-46,Free
,"Aprende a usar Gimp: software de edición de imágenes Gratis!
Software para la edición y creación de imágenes. Curso Gratis.Rating: 4.3 out of 546 reviews2 total hours33 lecturesBeginner",https://www.udemy.com/course/curso-basico-gimp/,https://img-c.udemycdn.com/course/240x135/700942_e902_3.jpg,Software para la edición y creación de imágenes. Curso Gratis.,Rating: 4.3 out of 5,46 reviews,2 total hours,33 lectures,Beginner,Eleazar Moll,-46,Free
,"0 Maliyetle Print on Demand Satış Sistemini kur
Print On demand Multi-Channel ile basit eğitimlerden çok kapsamlı ve etkli hamlelerle satış arıyoruzRating: 4.1 out of 546 reviews1.5 total hours15 lecturesIntermediate",https://www.udemy.com/course/0-maliyetle-print-on-demand-sistemini-kur/,https://img-c.udemycdn.com/course/240x135/4443744_7eca_3.jpg,Print On demand Multi-Channel ile basit eğitimlerden çok kapsamlı ve etkli hamlelerle satış arıyoruz,Rating: 4.1 out of 5,46 reviews,1.5 total hours,15 lectures,Intermediate,Mert Kurt,-46,Free
,"CATIA V5R2O - Primeiros Passos
Conhecendo CATIA V5R20Rating: 4.2 out of 546 reviews2 total hours22 lecturesBeginner",https://www.udemy.com/course/catia-v5r2o-primeiros-passos/,https://img-c.udemycdn.com/course/240x135/4047166_fcd0.jpg,Conhecendo CATIA V5R20,Rating: 4.2 out of 5,46 reviews,2 total hours,22 lectures,Beginner,Ben-hur Demetrius,-46,Free
,"【webで起業】ブランディング1年生の為のロゴマーク作成【実演講座】ビジネスに魂が宿る！無料で作れるオリジナル象徴マーク
選択するだけでロゴデザインが自動で完成するhatchful（ハチフル）とテンプレートが豊富なcanvaロゴメーカーで簡単なロゴ制作の方法を解説します。このロゴ作成講座では、誰でも簡単にオリジナルロゴを作れるようなコース内容となっております。Rating: 4.9 out of 546 reviews1.5 total hours43 lecturesAll Levels",https://www.udemy.com/course/original-logo-design/,https://img-c.udemycdn.com/course/240x135/4136104_9c16_3.jpg,選択するだけでロゴデザインが自動で完成するhatchful（ハチフル）とテンプレートが豊富なcanvaロゴメーカーで簡単なロゴ制作の方法を解説します。このロゴ作成講座では、誰でも簡単にオリジナルロゴを作れるようなコース内容となっております。,Rating: 4.9 out of 5,46 reviews,1.5 total hours,43 lectures,All Levels,北上 マッケン,-46,Free
,"Curso Iniciación a al Diseño y Decoración de Interiores
Curso de Iniciación en la decoración de entornos de interiorRating: 3.9 out of 545 reviews2 total hours55 lecturesBeginner",https://www.udemy.com/course/curso-iniciacion-a-al-diseno-y-decoracion-de-interiores/,https://img-c.udemycdn.com/course/240x135/4841214_538b_2.jpg,Curso de Iniciación en la decoración de entornos de interior,Rating: 3.9 out of 5,45 reviews,2 total hours,55 lectures,Beginner,Mywebstudies .com,-45,Free
,"Como criar sites com WordPress (simples)
Aprenda como criar um site ou blog usando o WordPressRating: 4.5 out of 545 reviews1 total hour9 lecturesIntermediate",https://www.udemy.com/course/cursodewordpress/,https://img-c.udemycdn.com/course/240x135/609806_bb94_4.jpg,Aprenda como criar um site ou blog usando o WordPress,Rating: 4.5 out of 5,45 reviews,1 total hour,9 lectures,Intermediate,Marcio Okabe,-45,Free
,"Learn Figma from scratch
Figma Basic ToolsRating: 3.7 out of 545 reviews32 total mins6 lecturesAll Levels",https://www.udemy.com/course/learn-figma-from-scratch/,https://img-c.udemycdn.com/course/240x135/5141300_9fde.jpg,Figma Basic Tools,Rating: 3.7 out of 5,45 reviews,32 total mins,6 lectures,All Levels,Manish Arora,-45,Free
,"Taller de Revit + Enscape Gratis!
Conoce las nociones básicas para realizar proyectos y render.Rating: 4.0 out of 545 reviews44 total mins27 lecturesBeginner",https://www.udemy.com/course/taller-de-revit-enscape-gratis/,https://img-c.udemycdn.com/course/240x135/4274284_45fa.jpg,Conoce las nociones básicas  para realizar proyectos y render.,Rating: 4.0 out of 5,45 reviews,44 total mins,27 lectures,Beginner,Gabriel Luque Caceres,-45,Free
,"Introducción a SketchUp Pro
¡Descubre cómo funciona SketchUp Pro en menos de 2 horas!Rating: 4.7 out of 545 reviews2 total hours25 lecturesBeginner",https://www.udemy.com/course/introduccion-a-sketchup-pro/,https://img-c.udemycdn.com/course/240x135/5053730_9c48.jpg,¡Descubre cómo funciona SketchUp Pro en menos de 2 horas!,Rating: 4.7 out of 5,45 reviews,2 total hours,25 lectures,Beginner,Valentyn-Vladyslav Kotsarenko,-45,Free
,"مدخل لبرنامج اوتوكاد - AutoCad Introduction
تعلم برنامج الاوتوكاد نسخة 2013 حتى 2021Rating: 4.9 out of 545 reviews2 total hours18 lecturesBeginner",https://www.udemy.com/course/autocad-introduction/,https://img-c.udemycdn.com/course/240x135/4220416_e30f_2.jpg,تعلم برنامج الاوتوكاد نسخة 2013 حتى 2021,Rating: 4.9 out of 5,45 reviews,2 total hours,18 lectures,Beginner,سمير بركات,-45,Free
,"Vray For Sketchup 1.49
Vray For Sketchup BaşlangıçRating: 4.1 out of 544 reviews3.5 total hours29 lecturesBeginner",https://www.udemy.com/course/vray-for-sketchup-149/,https://img-c.udemycdn.com/course/240x135/2194896_95dc_2.jpg,Vray For Sketchup Başlangıç,Rating: 4.1 out of 5,44 reviews,3.5 total hours,29 lectures,Beginner,Evren Çavuşoğlu,-44,Free
,"Fusion 360 - Modelagem Básica
Comece do jeito certo, aprendendo modelagem 3D do zero.Rating: 4.5 out of 544 reviews2 total hours17 lecturesAll Levels",https://www.udemy.com/course/modelagem-3d-de-pecas-com-fusion-360/,https://img-c.udemycdn.com/course/240x135/4561444_8f4f_5.jpg,"Comece do jeito certo, aprendendo modelagem 3D do zero.",Rating: 4.5 out of 5,44 reviews,2 total hours,17 lectures,All Levels,Herick Chagas,-44,Free
,"Fusion 360 - Modelagem Básica
Comece do jeito certo, aprendendo modelagem 3D do zero.Rating: 4.5 out of 544 reviews2 total hours17 lecturesAll Levels",https://www.udemy.com/course/modelagem-3d-de-pecas-com-fusion-360/,https://img-c.udemycdn.com/course/240x135/4561444_8f4f_5.jpg,"Comece do jeito certo, aprendendo modelagem 3D do zero.",Rating: 4.5 out of 5,44 reviews,2 total hours,17 lectures,All Levels,Herick Chagas,-44,Free
,"أساسيات تصميم اعلانات السوشيال ميديا
تعرف علي اساسيات تصميمات اعلانات السوشيال ميديا وطريقة احترفاها سواء بـ فوتوشوب او اليستراتور او كانفاRating: 4.2 out of 544 reviews1 total hour8 lecturesAll Levels",https://www.udemy.com/course/freesocialbasics/,https://img-c.udemycdn.com/course/240x135/4932646_9834_4.jpg,تعرف علي اساسيات تصميمات اعلانات السوشيال ميديا وطريقة احترفاها سواء بـ فوتوشوب او اليستراتور او كانفا,Rating: 4.2 out of 5,44 reviews,1 total hour,8 lectures,All Levels,Ahmed Hesham,-44,Free
,"Animación de Super Mario en Illustrator y After effects
Diseño y animación con illustrator y after effectsRating: 4.8 out of 544 reviews2 total hours8 lecturesBeginner",https://www.udemy.com/course/animacion-de-super-mario-en-illustrator-y-after-effects/,https://img-c.udemycdn.com/course/240x135/3613966_8421_2.jpg,Diseño y animación con illustrator y after effects,Rating: 4.8 out of 5,44 reviews,2 total hours,8 lectures,Beginner,Ignacio Javier Doncel Ramos,-44,Free
,"Introduction to Digital ASIC Design - 101 [Arabic Version]
VLSI School - Digital ASIC Flow seriesRating: 3.6 out of 544 reviews1 total hour9 lecturesAll Levels",https://www.udemy.com/course/vlsi-school-101-arabic/,https://img-c.udemycdn.com/course/240x135/2740588_7683_2.jpg,VLSI School - Digital ASIC Flow series,Rating: 3.6 out of 5,44 reviews,1 total hour,9 lectures,All Levels,Mahmoud Abdellatif,-44,Free
,"سلسلة دروس تمارين أساسية في برنامج سوليدوركس (Solidworks) 1
سلسلة دروس تمارين أساسية في برنامج سوليدوركس (Solidworks) 1Rating: 4.5 out of 543 reviews2 total hours17 lecturesBeginner",https://www.udemy.com/course/solidworks_basic_exercises_tutorial_series_1/,https://img-c.udemycdn.com/course/240x135/3674966_4b70_2.jpg,سلسلة دروس تمارين أساسية في برنامج سوليدوركس (Solidworks) 1,Rating: 4.5 out of 5,43 reviews,2 total hours,17 lectures,Beginner,منتدى هندسة الانتاج والتصميم الميكانيكي,-43,Free
,"Desenhando Animais Grátis
LeõesRating: 4.1 out of 543 reviews1.5 total hours7 lecturesBeginner",https://www.udemy.com/course/desenhando-animais-gratis/,https://img-c.udemycdn.com/course/240x135/3935832_7a06_2.jpg,Leões,Rating: 4.1 out of 5,43 reviews,1.5 total hours,7 lectures,Beginner,Antonio AJ,-43,Free
,"Figmaのオートレイアウトを基礎から完全に理解してレスポンシブなデザインを作ろう！
Figmaの一番の見どころであるオートレイアウト機能。まだ使っていない方は損ですよ！手戻りを防げて余白もきれいに沿ってより、統一されたデザインが仕上がります。0から未経験の方向けに丁寧にお伝えしています。Rating: 4.7 out of 543 reviews1 total hour13 lecturesBeginner",https://www.udemy.com/course/figma-auto/,https://img-c.udemycdn.com/course/240x135/4553314_0cef.jpg,Figmaの一番の見どころであるオートレイアウト機能。まだ使っていない方は損ですよ！手戻りを防げて余白もきれいに沿ってより、統一されたデザインが仕上がります。0から未経験の方向けに丁寧にお伝えしています。,Rating: 4.7 out of 5,43 reviews,1 total hour,13 lectures,Beginner,ヤスダ 先生,-43,Free
,"Inicie carreira com photoshop!
Dê os primeiros passos para criar artes incríveis no photoshop.Rating: 4.8 out of 543 reviews1.5 total hours7 lecturesBeginner",https://www.udemy.com/course/photoshopavancado/,https://img-c.udemycdn.com/course/240x135/4422544_58ed_3.jpg,Dê os primeiros passos para criar artes incríveis no photoshop.,Rating: 4.8 out of 5,43 reviews,1.5 total hours,7 lectures,Beginner,Ednaldo Borges,-43,Free
,"Design Social Media Banner in Photoshop हिंदी में
Social Media Banner Design in HindiRating: 4.5 out of 542 reviews2 total hours8 lecturesAll Levels",https://www.udemy.com/course/design-social-media-post-with-photoshop-unlock-design/,https://img-c.udemycdn.com/course/240x135/3660724_1a5c.jpg,Social Media Banner Design in Hindi,Rating: 4.5 out of 5,42 reviews,2 total hours,8 lectures,All Levels,Sunil Mehta,-42,Free
,"Cómo Crear una Página Web Personal o Portafolio
Muestra tu trabajo y experiencia con tu propio sitio web profesionalRating: 4.6 out of 541 reviews31 total mins9 lecturesBeginner",https://www.udemy.com/course/como-crear-una-pagina-web-personal-o-portafolio/,https://img-c.udemycdn.com/course/240x135/4629400_a964_2.jpg,Muestra tu trabajo y experiencia con tu propio sitio web profesional,Rating: 4.6 out of 5,41 reviews,31 total mins,9 lectures,Beginner,Rodrigo Olivares,-41,Free
,"Substance Painter Beginner Course- Hindi
Learn From BasicRating: 4.3 out of 541 reviews42 total mins10 lecturesIntermediate",https://www.udemy.com/course/substance-painter-beginner-course-hindi/,https://img-c.udemycdn.com/course/240x135/4508756_0afc.jpg,Learn From Basic,Rating: 4.3 out of 5,41 reviews,42 total mins,10 lectures,Intermediate,Little Extra,-41,Free
,"費用&コード&デザインスキル不要！Canvaを使って無料でランディングページを作成する方法
通常、ランディングページを作成するなら、費用がかかったり、ツールの使い方を覚えるのに時間がかかってしまいます。しかし、Canvaなら費用・コード・デザインスキルが一切不要。テンプレートも豊富に用意されているので、短時間でLPが作成できます。Rating: 4.8 out of 541 reviews1.5 total hours22 lecturesBeginner",https://www.udemy.com/course/canva-landing-page/,https://img-c.udemycdn.com/course/240x135/4231110_8440_2.jpg,通常、ランディングページを作成するなら、費用がかかったり、ツールの使い方を覚えるのに時間がかかってしまいます。しかし、Canvaなら費用・コード・デザインスキルが一切不要。テンプレートも豊富に用意されているので、短時間でLPが作成できます。,Rating: 4.8 out of 5,41 reviews,1.5 total hours,22 lectures,Beginner,根本耕輔 @KCLUB MARKETING,-41,Free
,"Blender Curso Introduccion - Rig y Animacion
En este curso aprenderás paso a paso como realizar un Rig de un modelo para posteriormente animarlo.Rating: 4.3 out of 541 reviews30 total mins10 lecturesBeginner",https://www.udemy.com/course/blender-introduccion-rig-y-animacion-de-personajes/,https://img-c.udemycdn.com/course/240x135/4882060_6eaa_2.jpg,En este curso aprenderás paso a paso como realizar un Rig de un modelo para posteriormente animarlo.,Rating: 4.3 out of 5,41 reviews,30 total mins,10 lectures,Beginner,Alfonso Alcaide,-41,Free
,"Lumion'da Mimari Uygulama | Ücretsiz
3ds Max, Lumion, Photoshop ile Kış SahnesiRating: 4.8 out of 540 reviews2 total hours10 lecturesAll Levels",https://www.udemy.com/course/vray-kalitesinde-lumion-render-almak-2/,https://img-c.udemycdn.com/course/240x135/3848044_0edf_5.jpg,"3ds Max, Lumion, Photoshop ile Kış Sahnesi",Rating: 4.8 out of 5,40 reviews,2 total hours,10 lectures,All Levels,Emre Timur,-40,Free
,"Unreal Engine 5.1 En İyi İçerik Kursu
Kendisine Yenilik ve Vizyon Katmak isteyenler için en iyi Unreal Engine VideolarıRating: 4.3 out of 540 reviews1.5 total hours12 lecturesBeginner",https://www.udemy.com/course/unreal-engine-51-en-iyi-ucretsiz-icerik-kursu-bolum-01/,https://img-c.udemycdn.com/course/240x135/5029950_858f_4.jpg,Kendisine Yenilik ve Vizyon Katmak isteyenler için en iyi Unreal Engine Videoları,Rating: 4.3 out of 5,40 reviews,1.5 total hours,12 lectures,Beginner,Ufuk ŞEN,-40,Free
,"ENSCAPE REVİT İÇİN EŞ ZAMANLI RENDER ALMA EKLENTİSİ
Enscape ile etkileyici sonuçlara ulaşmak hiç bu kadar kolay olmamıştı.Rating: 4.2 out of 540 reviews34 total mins10 lecturesBeginner",https://www.udemy.com/course/enscape-revit-icin-es-zamanli-render-alma-eklentisi/,https://img-c.udemycdn.com/course/240x135/2622728_2d5c.jpg,Enscape ile etkileyici sonuçlara ulaşmak hiç bu kadar kolay olmamıştı.,Rating: 4.2 out of 5,40 reviews,34 total mins,10 lectures,Beginner,Penta Teknoloji,-40,Free
,"Auf dem neuesten Stand in 3D (bis 2015)
Bringen Sie Licht in den SoftwaredschungelRating: 4.5 out of 540 reviews7.5 total hours56 lecturesAll Levels",https://www.udemy.com/course/auf-dem-neuesten-stand-im-3d-bereich-version1/,https://img-c.udemycdn.com/course/240x135/464842_58e8_4.jpg,Bringen Sie Licht in den Softwaredschungel,Rating: 4.5 out of 5,40 reviews,7.5 total hours,56 lectures,All Levels,Andreas Fülscher,-40,Free
,"Clon Airbnb | Figma Tutorial Español para principantes
Curso de UI y Diseño Visual. Aprenderás a dominar Figma para crear diseños visuales increíbles en páginas webRating: 4.8 out of 539 reviews2 total hours7 lecturesBeginner",https://www.udemy.com/course/clon-airbnb-figma-tutorial-espanol/,https://img-c.udemycdn.com/course/240x135/4947756_0326.jpg,Curso de UI y Diseño Visual. Aprenderás a dominar Figma para crear diseños visuales increíbles en páginas web,Rating: 4.8 out of 5,39 reviews,2 total hours,7 lectures,Beginner,Diego Velazquez,-39,Free
,"Adobe Illustrator Untuk Pemula
Tutorial Adobe Illustrator Untuk PemulaRating: 4.7 out of 538 reviews1 total hour7 lecturesBeginner",https://www.udemy.com/course/adobe-illustrator-untuk-pemula/,https://img-c.udemycdn.com/course/240x135/4921136_984b.jpg,Tutorial Adobe Illustrator Untuk Pemula,Rating: 4.7 out of 5,38 reviews,1 total hour,7 lectures,Beginner,UMN Digital Learning,-38,Free
,"Membuat Layout majalah dengan menggunakan Adobe Indesign
Membuat layout majalah dengan menggunakan Adobe IndesignRating: 4.7 out of 538 reviews30 total mins6 lecturesBeginner",https://www.udemy.com/course/membuat-layout-majalah-dengan-menggunakan-adobe-indesign/,https://img-c.udemycdn.com/course/240x135/2809703_5fee.jpg,Membuat layout majalah dengan menggunakan Adobe Indesign,Rating: 4.7 out of 5,38 reviews,30 total mins,6 lectures,Beginner,UMN Digital Learning,-38,Free
,"WordPress Güvenlik Eğitimi
WordPress ile oluşturduğunuz sitenizi kötü niyetli kişilerden korumanın ve güvenli hale getirmenin yolları.Rating: 4.2 out of 538 reviews1 total hour6 lecturesBeginner",https://www.udemy.com/course/wordpress-guvenlik-egitimi/,https://img-c.udemycdn.com/course/240x135/1803932_ac30.jpg,WordPress ile oluşturduğunuz sitenizi kötü niyetli kişilerden korumanın ve güvenli hale getirmenin yolları.,Rating: 4.2 out of 5,38 reviews,1 total hour,6 lectures,Beginner,Arda Çetin,-38,Free
,"هندسة التروس الميكانيكية-Gear Geometry
قانون التعشيق للتروس-التوصيف الهندسي للتروس-الحد الأدنى للأسنان-التروس ذات الاسنان المائلة-التروس الغير موصفة-رسم التروسRating: 4.7 out of 538 reviews2 total hours9 lecturesBeginner",https://www.udemy.com/course/gear-geometry/,https://img-c.udemycdn.com/course/240x135/4130238_97a2.jpg,قانون التعشيق للتروس-التوصيف الهندسي للتروس-الحد الأدنى للأسنان-التروس ذات الاسنان المائلة-التروس الغير موصفة-رسم التروس,Rating: 4.7 out of 5,38 reviews,2 total hours,9 lectures,Beginner,Amr Shaaban,-38,Free
,"Adobe Photoshop Untuk Pemula
Tutorial Adobe Photoshop Untuk PemulaRating: 4.6 out of 538 reviews1.5 total hours9 lecturesBeginner",https://www.udemy.com/course/adobe-photoshop-untuk-pemula-k/,https://img-c.udemycdn.com/course/240x135/4910326_8135.jpg,Tutorial Adobe Photoshop Untuk Pemula,Rating: 4.6 out of 5,38 reviews,1.5 total hours,9 lectures,Beginner,UMN Digital Learning,-38,Free
,"Envato Elements の使い方（モックアップの作り方）
Photoshopを使って、Envato Elements からダウンロードしたグラフィック・テンプレートを編集し Mock Up（モックアップ）を作ります。日本語で Envato（読み方：エンバト）の使い方を解説しております。Rating: 4.6 out of 538 reviews32 total mins12 lecturesAll Levels",https://www.udemy.com/course/envato-elements/,https://img-c.udemycdn.com/course/240x135/1470828_e73e_2.jpg,Photoshopを使って、Envato Elements からダウンロードしたグラフィック・テンプレートを編集し Mock Up（モックアップ）を作ります。日本語で Envato（読み方：エンバト）の使い方を解説しております。,Rating: 4.6 out of 5,38 reviews,32 total mins,12 lectures,All Levels,"石崎力也 (RIKIYA ISHIZAKI), あずさ 鈴木",-38,Free
,Adobe Spark   Post / Page / VideoIf you have no experience with Adobe Spark this is a great place to start.Rating: 4.0 out of 537 reviews1.5 total hours20 lecturesAll Levels,https://www.udemy.com/course/adobe-spark-i/,https://img-c.udemycdn.com/course/240x135/894084_6a2c_5.jpg,If you have no experience with Adobe Spark this is a great place to start.,Rating: 4.0 out of 5,37 reviews,1.5 total hours,20 lectures,All Levels,Mohammed Arabiya,-37,Free
,"A'dan Z'ye Adobe Premiere Pro CC 2018
Videoları Editlemenin Premiere Pro ile Ne kadar Kolay Olduğuna Sizde Şaşıracaksınız!Rating: 4.2 out of 537 reviews2 total hours25 lecturesAll Levels",https://www.udemy.com/course/adobe-premiere-pro-cc-2018-ile-oyun-montaj-yapyoruz/,https://img-c.udemycdn.com/course/240x135/1673132_2df9_3.jpg,Videoları Editlemenin Premiere Pro ile Ne kadar Kolay Olduğuna Sizde Şaşıracaksınız!,Rating: 4.2 out of 5,37 reviews,2 total hours,25 lectures,All Levels,Kutay Öztürk,-37,Free
,"User Interface Design Course with Figma
[FREE] Learn user interface design with Figma / UI/UX Career ကိုချဉ်းကပ်လေ့လာခြင်း တစ်စိတ်တစ်ပိုင်းRating: 4.5 out of 537 reviews2 total hours11 lecturesBeginner",https://www.udemy.com/course/user-interface-design-course-with-figma/,https://img-c.udemycdn.com/course/240x135/5276884_43fe_3.jpg,[FREE] Learn user interface design with Figma / UI/UX Career ကိုချဉ်းကပ်လေ့လာခြင်း တစ်စိတ်တစ်ပိုင်း,Rating: 4.5 out of 5,37 reviews,2 total hours,11 lectures,Beginner,Lynn Htet Thant,-37,Free
,"[ これでDiviマスター！] WordPressテーマ「Divi」で歯科医院のサイトをゼロから作ろう！
世界一使われているWordPressテーマ「Divi」を使って初心者でもお洒落なサイトが作れますRating: 4.7 out of 536 reviews2 total hours20 lecturesBeginner",https://www.udemy.com/course/divi-nihongo/,https://img-c.udemycdn.com/course/240x135/3423184_0b4e_3.jpg,世界一使われているWordPressテーマ「Divi」を使って初心者でもお洒落なサイトが作れます,Rating: 4.7 out of 5,36 reviews,2 total hours,20 lectures,Beginner,Yukino ディビジャパン,-36,Free
,"Pengenalan Pemrograman Web Dasar
Web Design, Web Programming, HTML, CSS, JavaScriptRating: 3.9 out of 536 reviews2 total hours10 lecturesBeginner",https://www.udemy.com/course/basic-web-programming/,https://img-c.udemycdn.com/course/240x135/4241244_ef4f.jpg,"Web Design, Web Programming, HTML, CSS, JavaScript",Rating: 3.9 out of 5,36 reviews,2 total hours,10 lectures,Beginner,"Bina Nusantara University, Reinert Yosua Rumagit",-36,Free
,"AutoCAD2020 Püf Noktalar
Autocad 2020 İle Püf Noktalar ve Faydalı İşlemlerRating: 4.4 out of 536 reviews36 total mins11 lecturesAll Levels",https://www.udemy.com/course/autocad-puf-noktalar/,https://img-c.udemycdn.com/course/240x135/4351698_fa3a.jpg,Autocad 2020 İle Püf Noktalar ve Faydalı İşlemler,Rating: 4.4 out of 5,36 reviews,36 total mins,11 lectures,All Levels,Halil Özdemir,-36,Free
,"【画像レタッチ編】知識ゼロから最速で即戦力レベルになるためのPhotoshop実践講座
画像レタッチにチャレンジしてPhotoshopの基礎基本をマスターしようRating: 4.8 out of 536 reviews1 total hour14 lecturesBeginner",https://www.udemy.com/course/photoshop-ie/,https://img-c.udemycdn.com/course/240x135/4217326_0f44_2.jpg,画像レタッチにチャレンジしてPhotoshopの基礎基本をマスターしよう,Rating: 4.8 out of 5,36 reviews,1 total hour,14 lectures,Beginner,シュムデザイン 新里拓也,-36,Free
